,study_sid,study_name,output_pk,subset_pk,subset_name,intervention_pk,group_pk,individual_pk,normed,tissue,tissue_label,method,method_label,label,time,time_unit,measurement_type,measurement_type_label,choice,choice_label,substance,substance_label,value,mean,median,min,max,sd,se,cv,unit
176,PKDB00067,Bergman1981,"[180152, 180153, 180154, 180155, 180156, 180157, 180158, 180159, 180160, 180161, 180162, 180163, 180139, 180140, 180141, 180142, 180143, 180144, 180145, 180146, 180147, 180148, 180149, 180150, 180151]",4162,glc_lean_good,[2650],1458,,TRUE,plasma,plasma,,,glc_lean_good,"[42.0, 52.0, 62.0, 72.0, 82.0, 92.0, 102.0, 112.0, 122.0, 142.0, 162.0, 182.0, -13.0, -8.0, -3.0, 2.0, 4.0, 6.0, 8.0, 10.0, 14.0, 19.0, 22.0, 27.0, 32.0]",min,concentration,concentration,,,glucose,D-glucose,,"[1.2077484, 1.0916417, 0.9717324, 0.88630905, 0.7740765000000001, 0.7268224, 0.70630585, nan, 0.7345071400000001, 0.7433852400000001, 0.7445626, 0.7348334, 0.92022224, 0.9117578000000001, 0.9226645000000001, 2.8388904000000004, nan, 2.4900374, 2.3061282, 2.1602211000000002, 2.0374638, 1.9224788000000002, 1.7459361000000002, 1.6000053, 1.4384583000000002]",,,,"[0.3080248484977308, nan, nan, nan, nan, 0.16251540814350496, nan, nan, nan, nan, nan, 0.08540214426464948, nan, 0.19684710144284573, nan, 1.4033842135285868, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.1377529, nan, nan, nan, nan, 0.0726791, nan, nan, nan, nan, nan, 0.038193000000000005, nan, 0.08803269999999999, nan, 0.6276125, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.25504057674407254, nan, nan, nan, nan, 0.2235971375448871, nan, nan, nan, nan, nan, 0.11621973669766437, nan, 0.21589845619400866, nan, 0.494342512669241, nan, nan, nan, nan, nan, nan, nan, nan, nan]",gram / liter
177,PKDB00083,Mitrakou1992,"[182222, 182223, 182224, 182225, 182226, 182227, 182228, 182233, 182234, 182229, 182230, 182231, 182232]",4207,raoral_nonobese igt,[2658],1469,,TRUE,plasma,plasma,,,raoral_nonobese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 270.0, 300.0, 150.0, 180.0, 210.0, 240.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[nan, nan, 0.0, 4.9400183543040006e-06, 4.33129667745132e-06, 3.5917335499428e-06, 2.8153120607112604e-06, 5.735481149038319e-07, 2.24875775920932e-07, 2.0395034617834804e-06, 1.3175525532596402e-06, 1.1760927150366003e-06, 8.087870695723559e-07]",,,,"[nan, nan, 4.3577368407780486e-07, 1.212743943960913e-06, 1.1606202597670314e-06, 1.156576918801184e-06, 7.893883103144806e-07, 8.420914126573565e-07, 1.0002003120397615e-06, 7.361076751863887e-07, 8.959494786591094e-07, 7.407286508490081e-07, 1.2133221901270182e-06]","[nan, nan, 1.5406926353703e-07, 4.2876973330883994e-07, 4.1034122803188006e-07, 4.089116911240801e-07, 2.7909091360637995e-07, 2.97724274134488e-07, 3.5362421159410805e-07, 2.6025336440387996e-07, 3.1676597598020406e-07, 2.6188712601724805e-07, 4.28974174201464e-07]","[nan, nan, nan, 0.2454938133791158, 0.26796138574603, 0.32201077911795634, 0.2803910519656743, 1.4682140709303033, 4.447790376458509, 0.36092494520342033, 0.6800104302803862, 0.6298216470339726, 1.500175059386841]",1 / minute
178,PKDB00067,Bergman1981,"[180164, 180165, 180166, 180167, 180168, 180169, 180170, 180171, 180172, 180173, 180174, 180175, 180176, 180177, 180178, 180179, 180180, 180181, 180182, 180183, 180184, 180185, 180186, 180187, 180188]",4164,glc_lean_lower,[2650],1459,,TRUE,plasma,plasma,,,glc_lean_lower,"[-13.0, -8.0, -3.0, 2.0, 4.0, 6.0, 8.0, 10.0, 14.0, 19.0, 22.0, 27.0, 32.0, 42.0, 52.0, 62.0, 72.0, 82.0, 92.0, 102.0, 112.0, 122.0, 142.0, 162.0, 182.0]",min,concentration,concentration,,,glucose,D-glucose,,"[0.9405401999999999, 0.9516209000000001, 0.95127754, 2.9941873, 2.6738315, 2.5364955, 2.4678098, 2.3876053, 2.2385140000000003, 2.1506738000000003, 2.0971292, 1.9481680000000001, 1.8600793, 1.6993745000000002, 1.481408, 1.3283626000000002, 1.2362251000000002, 1.1021921000000001, 1.0252905, 0.9636485, nan, 0.8708719, 0.8352623, 0.8797506, 0.8862143]",,,,"[nan, 0.09903675992090007, nan, nan, nan, nan, nan, nan, 0.3897905864249033, nan, nan, nan, 0.19153260317209703, nan, nan, nan, nan, 0.2840080082237647, nan, nan, nan, nan, nan, nan, 0.12548760062360742]","[nan, 0.0571789, nan, nan, nan, nan, nan, nan, 0.22504570000000002, nan, nan, nan, 0.1105814, nan, nan, nan, nan, 0.1639721, nan, nan, nan, nan, nan, nan, 0.0724503]","[nan, 0.1040716528198362, nan, nan, nan, nan, nan, nan, 0.1741291707020386, nan, nan, nan, 0.10297012776395986, nan, nan, nan, nan, 0.2576755977689957, nan, nan, nan, nan, nan, nan, 0.1415996115427244]",gram / liter
179,PKDB00083,Mitrakou1992,"[182274, 182275, 182276, 182277, 182278, 182279, 182280, 182281, 182282, 182283, 182284, 182285, 182286]",4208,raend_nonobese igt,[2658],1469,,TRUE,plasma,plasma,,,raend_nonobese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[2.02914017494236e-06, 2.0564699120163e-06, 2.0523592052244e-06, 1.7937958831308002e-06, 1.3186483874309162e-06, 1.1939478922410482e-06, 1.3614287431633562e-06, 1.31246477105256e-06, 1.289350123087392e-06, 1.2658871437282443e-06, 1.5541667638693202e-06, 1.67686408781388e-06, 1.7173975394109602e-06]",,,,"[3.596525037337863e-07, 2.7052804585073504e-07, 3.2506677913190495e-07, 3.9443593675340384e-07, 4.3217495775086794e-07, 3.774385160519593e-07, 4.315838707287655e-07, 2.3416844871321418e-07, 3.234905131024471e-07, 2.7013375004237054e-07, 4.136009143295202e-07, 3.0629670883348683e-07, 3.594558144316034e-07]","[1.2715636213044018e-07, 9.564610786109999e-08, 1.1492846193131983e-07, 1.39454162811e-07, 1.527969216423242e-07, 1.33444667090664e-07, 1.525879408215242e-07, 8.2791049012524e-08, 1.1437116773212801e-07, 9.550670324115601e-08, 1.4623000561368e-07, 1.0829223993564001e-07, 1.2708682196076e-07]","[0.17724379428050238, 0.13154972230325088, 0.1583868838868111, 0.21988897424882892, 0.3277408609226465, 0.31612645619190693, 0.3170080497389501, 0.17841884512101427, 0.25089423525073096, 0.21339481278463937, 0.2661238960610647, 0.1826604261248176, 0.20930262573620023]",1 / minute
180,PKDB00083,Mitrakou1992,"[182378, 182379, 182380, 182381, 182382, 182383, 182384, 182385, 182386, 182387, 182388, 182389, 182390]",4213,rdtot_nonobese igt,[2658],1469,,TRUE,plasma,plasma,,,rdtot_nonobese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[2.16218907559584e-06, 2.0563588459162804e-06, 2.0729578682318405e-06, 5.3190315557391595e-06, 5.7411832627962e-06, 5.375055170210401e-06, 5.100897014676361e-06, 3.5945470443207604e-06, 2.93004730546128e-06, 2.66346578561652e-06, 2.46574254544596e-06, 2.4287704152847203e-06, 2.12394306320712e-06]",,,,"[3.030436919808127e-07, 3.6760517196995193e-07, 2.8112863107858744e-07, 1.6883325619445388e-06, 1.190688754669827e-06, 9.957146239671147e-07, 1.3636963591347682e-06, 8.875390746712579e-07, 8.439239862489851e-07, 6.494869294439419e-07, 6.27733398357239e-07, 3.896817626877006e-07, 5.62848858737054e-07]","[1.0714212479772e-07, 1.2996805494959998e-07, 9.939398071068018e-08, 5.969157017245201e-07, 4.209720463548e-07, 3.5203828136688e-07, 4.821394715118e-07, 3.1379244913404e-07, 2.9837218674132e-07, 2.2962830605092002e-07, 2.2193727137784002e-07, 1.377733084506e-07, 1.9899712239804e-07]","[0.1401559629549521, 0.17876508893376195, 0.13561714658406454, 0.31741352617523994, 0.20739431231636232, 0.18524733094565402, 0.26734442103244294, 0.24691263286525458, 0.2880240140410038, 0.24385029946746747, 0.254581890358592, 0.16044405030436726, 0.2650018583300257]",1 / minute
181,PKDB00075,Firth1986,"[176573, 176574, 176575, 176576, 176577, 176578, 176579, 176580, 176581, 176582, 176583, 176584, 176585, 176586, 176587]",4073,ra3c_control,[2628],1427,,TRUE,plasma,plasma,,,ra3c_control,"[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[nan, nan, nan, 9.742842e-10, 1.5909994e-08, 6.378412999999999e-08, 3.848754e-08, 5.953241e-08, 5.7684917e-08, 6.44088e-08, 6.560346e-08, 8.5113995e-08, 1.3389282999999999e-07, 1.6441378e-07, 1.7050968e-07]",,,,"[nan, nan, nan, 3.53690379774758e-08, 4.19755218623754e-08, 4.5079302994660096e-08, 2.9100108040396398e-08, 5.813884258763e-08, 4.51099990013711e-08, 5.49736853164312e-08, 5.482025819790249e-08, 5.16551062182063e-08, 8.71162036417009e-08, 5.15016658709211e-08, 8.71468943569092e-08]","[nan, nan, nan, 1.33682398e-08, 1.5865256e-08, 1.7038375e-08, 1.0998807e-08, 2.1974417e-08, 1.7049977e-08, 2.07781e-08, 2.0720109999999998e-08, 1.9523794999999998e-08, 3.292682999999999e-08, 1.9465799999999996e-08, 3.293843e-08]","[nan, nan, nan, 36.30258807181293, 2.6383116085634857, 0.7067479480344108, 0.7560916608439094, 0.9765914497267959, 0.7820068286025462, 0.8535120250094895, 0.8356305932324681, 0.6068932167759991, 0.6506412900653523, 0.31324421755233106, 0.5110964630096614]",1 / minute
182,PKDB00075,Firth1986,"[176393, 176394, 176395, 176396, 176397, 176398, 176399, 176400, 176401, 176402, 176403, 176404, 176405, 176406, 176407]",4076,rdtot_control,[2628],1427,,TRUE,plasma,plasma,,,rdtot_control,"[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[nan, 1.9042006e-06, 1.0763419e-06, 1.9405247e-06, 2.0365421999999997e-06, 2.0938206e-06, 3.0752014999999997e-06, 2.6402426e-06, 2.6361673e-06, 3.1040546999999996e-06, 2.8989639999999995e-06, 2.5363514e-06, 2.1540673e-06, 1.9883196e-06, 1.881586e-06]",,,,"[nan, 6.25146057032275e-07, 2.03097659917169e-06, 9.88866485318781e-07, 6.243475692865949e-07, 9.36820852978305e-07, 1.0933567292974399e-06, 1.14480389269136e-06, 9.36620569604058e-07, 1.30094026056252e-06, 1.04151111575608e-06, 6.771916893727509e-07, 4.69009160010847e-07, 5.72900935042944e-07, 5.20056814956789e-07]","[nan, 2.3628299999999997e-07, 7.676369999999999e-07, 3.737564e-07, 2.3598119999999998e-07, 3.54085e-07, 4.1324999999999997e-07, 4.326952e-07, 3.5400930000000003e-07, 4.917092e-07, 3.9365419999999997e-07, 2.5595440000000004e-07, 1.7726879999999999e-07, 2.165362e-07, 1.9656299999999998e-07]","[nan, 0.32829842456318675, 1.8869251482002976, 0.5095871674907209, 0.3065723702099544, 0.44742173850916594, 0.35553986602095505, 0.43359799311296615, 0.3552963310045072, 0.41910996625237307, 0.35927011020353483, 0.2669944272598627, 0.2177318972396299, 0.2881332231714378, 0.2763927957355066]",1 / minute
183,PKDB00075,Firth1986,"[176258, 176259, 176260, 176261, 176262, 176263, 176264, 176265, 176266, 176267, 176268, 176269, 176270, 176271, 176272]",4079,cpep_t2dm,[2628],1428,,TRUE,plasma,plasma,,,cpep_t2dm,"[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]",min,concentration,concentration,,,cpeptide,C-peptide,,"[2.11e-06, 2.0800000000000004e-06, 2.0100000000000002e-06, 2.0400000000000004e-06, 2.5300000000000003e-06, 2.8300000000000004e-06, 2.9200000000000004e-06, 3.0300000000000002e-06, 3.2100000000000006e-06, 3.2000000000000007e-06, 3.1200000000000006e-06, 2.9500000000000006e-06, 2.6900000000000005e-06, 2.5200000000000004e-06, 2.3500000000000004e-06]",,,,"[2.5599414055794303e-06, 2.6681079438433505e-06, 2.7762744821072703e-06, 3.1007740968990307e-06, 1.7667201249773503e-06, 2.1993862780330305e-06, 2.3075528162969504e-06, 1.8748866632412702e-06, 1.7667201249773503e-06, 1.7667201249773503e-06, 1.8748866632412702e-06, 1.8748866632412702e-06, 1.8748866632412702e-06, 1.7667201249773503e-06, 1.6585535867134403e-06]","[7.100000000000001e-07, 7.400000000000001e-07, 7.700000000000001e-07, 8.600000000000001e-07, 4.900000000000001e-07, 6.100000000000001e-07, 6.400000000000001e-07, 5.200000000000001e-07, 4.900000000000001e-07, 4.900000000000001e-07, 5.200000000000001e-07, 5.200000000000001e-07, 5.200000000000001e-07, 4.900000000000001e-07, 4.600000000000001e-07]","[1.213242372312526, 1.2827442037708414, 1.3812310856255074, 1.5199873024014854, 0.698308349793419, 0.7771682961247457, 0.7902578138003253, 0.6187744763172508, 0.5503801012390499, 0.5521000390554218, 0.6009252125773301, 0.6355548010987355, 0.6969838896807694, 0.7010794146735516, 0.7057674837078468]",gram / liter
184,PKDB00083,Mitrakou1992,"[182339, 182340, 182341, 182342, 182343, 182344, 182345, 182346, 182347, 182348, 182349, 182350, 182351]",4185,ratot_obese normal,[2658],1470,,TRUE,plasma,plasma,,,ratot_obese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[1.8199343394482402e-06, 1.8230659891102802e-06, 1.8261976387723199e-06, 4.7598642758628005e-06, 4.70264820962184e-06, 4.0003000624008e-06, 3.2553576604713602e-06, 3.1897355208696003e-06, 2.3500684183273204e-06, 2.55086709952536e-06, 1.9691207030527203e-06, 1.8687446926401603e-06, 1.8628112587323603e-06]",,,,"[2.0439414112922147e-07, 1.1418952558217382e-07, 1.824040015332259e-07, 1.2523435739542758e-06, 7.046344258496967e-07, 1.5459461370301203e-06, 6.59656523114312e-07, 7.046339492020411e-07, 6.813978526340295e-07, 7.970821452644972e-07, 6.59656284790484e-07, 5.916903805918826e-07, 5.67706900499724e-07]","[7.725372383807981e-08, 4.315958385984e-08, 6.894223231428e-08, 4.7334137895612004e-07, 2.6632677943044e-07, 5.8431271698324e-07, 2.4932673012600004e-07, 2.6632659927456004e-07, 2.5754418028044e-07, 3.0126873297996e-07, 2.4932664004805997e-07, 2.2363794288504e-07, 2.1457303947108e-07]","[0.11230852492798658, 0.06263598041116564, 0.09988185159184022, 0.2631048915207291, 0.14983779233326053, 0.38645754391292164, 0.2026371882648363, 0.2209067004432833, 0.2899480914342995, 0.3124749797481846, 0.33500043129292245, 0.3166245142646763, 0.3047581432839565]",1 / minute
185,PKDB00075,Firth1986,"[176591, 176592, 176593, 176594, 176595, 176590, 176588, 176589, 176596, 176597, 176598, 176599, 176600, 176601, 176602]",4084,ra3c_t2dm,[2628],1428,,TRUE,plasma,plasma,,,ra3c_t2dm,"[0.0, 15.0, 30.0, 45.0, 60.0, -10.0, -30.0, -20.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[0.0, 3.2994766000000003e-08, 6.2541425e-08, 7.264548e-08, 1.0583908e-07, nan, nan, nan, 1.0769650999999998e-07, 1.0341e-07, 1.19273596e-07, 1.351488e-07, 1.4975809e-07, 1.6685279999999998e-07, 2.2050968e-07]",,,,"[3.40828327241542e-08, 5.2513235434610296e-08, 8.781482020644809e-08, 7.0310398780108e-08, 7.03103771468003e-08, nan, nan, nan, 4.83253479670949e-08, 5.7119345216771895e-08, 3.94894542115969e-08, 7.462373419315069e-08, 5.7244832823363194e-08, 7.03522375971085e-08, 6.15581898697135e-08]","[9.452877e-09, 1.4564551e-08, 2.4355449e-08, 1.9500595999999997e-08, 1.9500590000000002e-08, nan, nan, nan, 1.3403039999999999e-08, 1.5842056e-08, 1.0952404e-08, 2.06969e-08, 1.587686e-08, 1.95122e-08, 1.7073169999999998e-08]","[nan, 1.591562596158745, 1.4041064815272133, 0.9678564830201136, 0.6643139485604023, nan, nan, nan, 0.4487178643680738, 0.5523580429046697, 0.3310829515997564, 0.5521597986304776, 0.38224868401675793, 0.4216425351993404, 0.2791632089335647]",1 / minute
186,PKDB00083,Mitrakou1992,"[182430, 182431, 182432, 182433, 182434, 182435, 182436, 182437, 182438, 182439, 182440, 182441, 182442]",4193,rdmus_nonobese igt,[2658],1469,,TRUE,plasma,plasma,,,rdmus_nonobese igt,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,rd,Rate of disappearance (Rd),,,glucose,D-glucose,,"[9.43677145303848e-08, 1.06464414408336e-07, 1.1155010680720802e-07, 7.871947207776e-07, 8.6027891692896e-07, 7.832916436374e-07, 7.6492367073612e-07, 5.2147497658482e-07, 3.5537462413977603e-07, 2.40905938029804e-07, 2.34232784078724e-07, 1.94750289823212e-07, 1.2247587633686401e-07]",,,,"[9.94968427557488e-08, 9.944742074689216e-08, 9.94968427557488e-08, 3.58145894252536e-07, 3.1170515508572416e-07, 2.7196245099488885e-07, 2.454346183102645e-07, 1.7906466681238057e-07, 2.1220829194766423e-07, 2.121588648432298e-07, 2.0560921299211262e-07, 9.296367000316161e-08, 1.6568525919975848e-07]","[3.5177446109620795e-08, 3.51599727908196e-08, 3.5177446109620795e-08, 1.2662369524004418e-07, 1.1020441444595999e-07, 9.61532466633e-08, 8.677424147255999e-08, 6.330892008697201e-08, 7.5026961130104e-08, 7.5009486009744e-08, 7.2693834390576e-08, 3.2867620731612e-08, 5.857858516140001e-08]","[1.0543525744041677, 0.9340907128410936, 0.8919475346420702, 0.4549648070540353, 0.36233034304554984, 0.34720458618959205, 0.32086158096542083, 0.34338113016484306, 0.5971396873407552, 0.8806709646857367, 0.8777986130370581, 0.4773480444499005, 1.352799132002527]",1 / minute
187,PKDB00075,Firth1986,"[176513, 176514, 176515, 176516, 176517, 176518, 176519, 176520, 176521, 176522, 176523, 176524, 176525, 176526, 176527]",4085,rameal_control,[2628],1427,,TRUE,plasma,plasma,,,rameal_control,"[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]",min,ra,Rate of appearance (Ra),,,glucose,D-glucose,,"[nan, nan, nan, 1.7170677e-07, 1.3190496e-06, 2.1478874999999998e-06, 1.643744e-06, 1.2987778000000001e-06, 1.7986726999999999e-06, 2.0606322e-06, 1.6003105999999999e-06, 1.5207759e-06, 8.228208999999999e-07, 6.796456600000001e-07, 3.3043092e-07]",,,,"[nan, nan, nan, 3.7675197053910294e-07, 1.38501853317632e-06, 8.39091032749677e-07, 5.451290126809621e-07, 8.406882728161669e-07, 9.242778751628109e-07, 1.21823910150613e-06, 5.87922717261776e-07, 5.03933606467162e-07, 4.6233842723025993e-07, 5.03534150934217e-07, 3.77151346699508e-07]","[nan, nan, nan, 1.4239885999999997e-07, 5.234877999999999e-07, 3.171466e-07, 2.060394e-07, 3.1775029999999997e-07, 3.4934419999999997e-07, 4.604511e-07, 2.222139e-07, 1.9046899999999998e-07, 1.7474749999999998e-07, 1.9031802e-07, 1.4254981e-07]","[nan, nan, nan, 2.1941590919164278, 1.0500124735084413, 0.39065874388191985, 0.3316386327073815, 0.6472918406952805, 0.5138666279656166, 0.5911967703436498, 0.36738038057223144, 0.33136611808956334, 0.5618943651410168, 0.7408774609613735, 1.1413924178146162]",1 / minute
188,PKDB00083,Mitrakou1992,"[182183, 182184, 182185, 182186, 182187, 182188, 182189, 182190, 182191, 182192, 182193, 182194, 182195]",4198,glu_obese normal,[2658],1470,,TRUE,plasma,plasma,,,glu_obese normal,"[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]",min,concentration,concentration,,,glucagon,glucagon,,"[1.5279674810256002e-07, 1.5704749305726504e-07, 1.49179824791638e-07, 1.2092230973210102e-07, 9.035878081518901e-08, 9.281280445457001e-08, 9.654549079302501e-08, 9.539285825964002e-08, 1.0351699601434702e-07, 1.0879948387132001e-07, 1.2183313165852902e-07, 1.3898929313865e-07, 1.3498841786746002e-07]",,,,"[1.7072279774941892e-08, 1.777794326926584e-08, 3.683350217247305e-08, 1.567834051466084e-08, 3.685676874063748e-08, 1.7772138145327785e-08, 2.932682269231531e-08, 2.454404558112934e-08, 2.3225720363762047e-08, 3.6156891941286696e-08, 3.141480598456176e-08, 3.2779691981705214e-08, 3.753339740078871e-08]","[6.452715228202001e-09, 6.719430958956001e-09, 1.3921755237703002e-08, 5.925855710283001e-09, 1.3930549173878003e-08, 6.717236828346001e-09, 1.1084497083936002e-08, 9.276777253586002e-09, 8.778497157548999e-09, 1.366602060824e-08, 1.1873680588642001e-08, 1.2389559005270001e-08, 1.4186290768835003e-08]","[0.1117319575641928, 0.1132010637239741, 0.24690672632119676, 0.1296563103152399, 0.4078936037884431, 0.19148368858983122, 0.3037617029177094, 0.25729437222989404, 0.22436625151432196, 0.33232595095809825, 0.2578510915455282, 0.23584328865537535, 0.2780490207511086]",gram / liter
189,PKDB00075,Firth1986,"[176213, 176214, 176215, 176216, 176217, 176218, 176219, 176220, 176221, 176222, 176223, 176224, 176225, 176226, 176227]",4072,ins_control,[2628],1427,,TRUE,plasma,plasma,,,ins_control,"[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 180.0, 240.0, 300.0, 360.0, 420.0]",min,concentration,concentration,,,insulin,insulin,,"[0.009689999999999999, 0.009640000000000001, 0.00959, 0.01036, 0.02621, 0.0494, 0.040350000000000004, 0.03701, 0.03523, 0.03509, 0.03194, 0.01777, 0.00768, 0.00902, 0.008740000000000001]",,,,"[0.0140224819486423, 0.0108211228622542, 0.0129641814242165, 0.0129641814242165, 0.0248436048108965, 0.051856725696866, 0.03563827016004, 0.023732389260249398, 0.011879423386679999, 0.0129641814242165, 0.036723028197576495, 0.0161919980237153, 0.011879423386679999, 0.020531030173861202, 0.0172502985481411]","[0.0053, 0.00409, 0.004900000000000001, 0.004900000000000001, 0.00939, 0.019600000000000003, 0.013470000000000001, 0.00897, 0.00449, 0.004900000000000001, 0.013880000000000002, 0.0061200000000000004, 0.00449, 0.0077599999999999995, 0.00652]","[1.4471085602314036, 1.1225231184910993, 1.3518437355804485, 1.251368863341361, 0.9478674098014689, 1.0497312894102429, 0.8832285045858735, 0.641242617137244, 0.33719623578427477, 0.3694551560050299, 1.1497504131990135, 0.9111985381944456, 1.5467999201406248, 2.2761674250400445, 1.9737183693525282]",IU / liter
190,PKDB00083,Mitrakou1992,"[182143, 182131, 182132, 182133, 182134, 182135, 182136, 182137, 182138, 182139, 182140, 182141, 182142]",4201,ins_obese normal,[2658],1470,,TRUE,plasma,plasma,,,ins_obese normal,"[300.0, -60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0]",min,concentration,concentration,,,insulin,insulin,,"[5.472158400000001e-11, 6.659569500000002e-11, 6.587233000000001e-11, 6.810164000000002e-11, 4.7101764e-10, 5.372876000000001e-10, 4.441687000000001e-10, 3.004738e-10, 2.4907289000000005e-10, 1.8274370000000002e-10, 1.5972307000000005e-10, 9.938803000000002e-11, 6.733174000000001e-11]",,,,"[5.919448942349089e-11, 7.091249816843416e-11, 5.5087029302597193e-11, 3.1550240436774815e-11, 1.1431513564224645e-10, 1.6148925192371168e-10, 1.6536178520269068e-10, 1.2997274481615292e-10, 1.2613386549385064e-10, 1.1411363522239577e-10, 1.1438223189549504e-10, 8.66372432818589e-11, 6.303333170527481e-11]","[2.2373414000000006e-11, 2.6802405000000006e-11, 2.0820940000000005e-11, 1.1924870000000003e-11, 4.320706000000001e-11, 6.103720000000002e-11, 6.250088000000001e-11, 4.9125080000000006e-11, 4.767412000000001e-11, 4.3130900000000006e-11, 4.3232420000000003e-11, 3.274580000000001e-11, 2.3824360000000005e-11]","[1.0817393265423545, 1.0648210544005003, 0.8362696340420505, 0.4632816542564145, 0.2426982047683956, 0.30056389152422586, 0.3722949978300827, 0.43255932735617186, 0.5064134659289922, 0.6244463432796631, 0.7161284333909623, 0.8717070182582237, 0.9361607423968963]",mole / liter
